125,0
1,1
37,2
3,3
4,4
103,5
6,6
7,7
8,8
9,9
10,10
11,11
12,12
13,13
14,14
14,14
37,15
16,16
17,17
18,18
19,19
66,20
21,21
22,22
23,23
24,24
25,25
116,26
27,27
48,28
29,29
30,30
31,31
32,32
33,33
1,34
35,35
36,36
37,37
39,38
39,39
40,40
118,41
42,42
118,43
44,44
108,45
50,46
47,47
8,48
29,49
29,50
71,51
52,52
29,53
149,54
110,55
56,56
8,57
58,58
59,59
60,60
121,61
5,62
29,63
64,64
64,65
121,66
111,67
0,68
67,69
111,70
67,71
47,72
102,73
99,99
100,100
101,101
102,102
103,103
104,104
105,105
106,106
107,107
108,108
103,109
110,110
111,111
112,112
113,113
114,114
116,115
116,116
117,117
118,118
119,119
120,120
62,0
1,1
45,2
10,3
51,4
5,5
6,6
6,7
10,8
9,9
127,10
11,11
12,12
102,13
14,14
24,15
16,16
42,17
42,18
19,19
58,20
3,21
22,22
23,23
24,24
25,25
26,26
25,27
25,28
29,29
30,30
31,31
32,32
33,33
24,34
64,35
125,36
24,37
41,38
39,39
24,40
23,41
42,42
129,43
48,44
25,45
123,46
47,47
25,48
50,49
4,50
4,51
122,52
46,53
7,54
55,55
56,56
57,57
103,58
59,59
61,60
61,61
62,62
63,63
1,65
141,67
127,68
2,69
2,70
141,71
127,72
73,73
139,121
46,122
127,123
122,124
125,125
126,126
127,127
128,128
140,129
138,136
137,137
126,138
139,139
140,140
141,141
142,142
104,99
100,100
101,101
102,102
103,103
104,104
105,105
106,106
107,107
108,108
109,109
110,110
111,111
112,112
113,113
114,114
115,115
116,116
117,117
118,118
119,119
120,120
143,143
145,144
153,145
67,149
150,150
151,151
0,0
1,1
3,3
4,4
5,5
51,6
7,7
8,8
52,9
127,10
11,11
12,12
0,0
1,1
37,2
3,3
4,4
17,5
6,6
7,7
8,8
9,9
10,10
11,11
12,12
13,13
14,14
15,15
16,16
149,17
18,18
19,19
20,20
21,21
22,22
23,23
24,24
25,25
26,26
27,27
28,28
29,29
30,30
31,31
32,32
33,33
34,34
35,35
36,36
37,37
41,38
41,38
39,39
40,40
41,41
42,42
43,43
44,44
45,45
46,46
47,47
48,48
49,49
50,50
51,51
52,52
53,53
54,54
110,55
56,56
57,57
58,58
59,59
60,60
61,61
64,62
63,63
64,64
71,65
66,66
67,67
68,68
69,69
70,70
71,71
72,72
73,73
74,74
75,75
76,76
77,77
87,78
79,79
80,80
81,81
82,82
83,83
84,84
85,85
87,86
87,87
88,88
89,89
90,90
91,91
92,92
93,93
94,94
95,95
96,96
97,97
98,98
130,130
64,0
1,1
37,2
63,3
4,4
5,5
6,6
7,7
8,8
9,9
10,10
11,11
12,12
13,13
5,14
15,15
16,16
41,17
18,18
19,19
20,20
21,21
22,22
23,23
34,24
28,25
26,26
27,27
48,28
29,29
30,30
31,31
32,32
33,33
13,34
35,35
36,36
37,37
38,38
39,39
40,40
40,41
42,42
5,43
44,44
45,45
46,46
47,47
48,48
49,49
50,50
49,51
52,52
53,53
54,54
55,55
56,56
57,57
103,58
59,59
60,60
61,61
62,62
63,63
64,64
65,65
66,66
67,67
68,68
69,69
70,70
71,71
72,72
55,73
99,99
100,100
101,101
102,102
103,103
104,104
105,105
106,106
107,107
108,108
109,109
55,110
111,111
112,112
113,113
114,114
26,115
26,116
117,117
118,118
119,119
120,120
49,121
122,122
123,123
124,124
47,125
126,126
127,127
38,129
136,136
151,137
138,138
1,139
17,140
141,141
142,142
143,143
144,144
145,145
17,149
150,150
0,0
0,1
2,2
127,3
4,4
127,5
6,6
7,7
48,8
9,9
10,10
11,11
12,12
13,13
14,14
15,15
16,16
17,17
18,18
19,19
127,20
127,21
22,22
23,23
24,24
25,25
26,26
27,27
28,28
29,29
30,30
31,31
32,32
33,33
35,34
35,35
36,36
37,37
38,38
39,39
40,40
41,41
42,42
43,43
44,44
45,45
123,46
47,47
32,48
49,49
29,50
50,51
4,52
53,53
54,54
55,55
56,56
57,57
58,58
59,59
60,60
20,61
62,62
63,63
127,64
71,65
66,66
71,67
68,68
69,69
70,70
151,71
127,72
73,73
127,121
151,122
123,123
53,124
125,125
126,126
127,127
124,128
129,129
136,136
137,137
138,138
139,139
140,140
141,141
142,142
143,143
144,144
145,145
149,149
150,150
122,151
99,99
32,100
101,101
102,102
103,103
104,104
105,105
106,106
107,107
108,108
109,109
110,110
111,111
112,112
113,113
114,114
115,115
116,116
117,117
118,118
119,119
120,120
74,74
75,75
76,76
77,77
78,78
83,79
96,80
81,81
131,82
83,83
84,84
85,85
87,86
131,87
88,88
89,89
90,90
91,91
92,92
93,93
94,94
95,95
80,96
97,97
98,98
130,130
93,131
132,132
133,133
134,134
135,135
146,146
148,148
0,0
1,1
2,2
4,3
4,4
17,5
6,6
7,7
8,8
9,9
25,10
11,11
12,12
13,13
14,14
15,15
16,16
17,17
18,18
41,19
20,20
21,21
22,22
23,23
41,24
25,25
26,26
27,27
28,28
29,29
30,30
31,31
32,32
33,33
34,34
35,35
36,36
37,37
37,37
38,38
39,39
38,40
38,41
42,42
43,43
44,44
45,45
46,46
36,47
25,48
50,49
50,50
50,51
52,52
9,53
54,54
55,55
55,55
56,56
57,57
58,58
59,59
60,60
61,61
62,62
63,63
38,64
63,65
66,66
66,66
67,67
68,68
69,69
70,70
71,71
72,72
55,73
74,74
75,75
76,76
77,77
78,78
79,79
80,80
81,81
74,82
83,83
84,84
85,85
74,86
78,87
88,88
89,89
90,90
91,91
92,92
93,93
94,94
95,95
80,96
97,97
98,98
32,130
131,131
132,132
133,133
134,134
135,135
146,146
148,148
0,0
1,1
2,2
3,3
4,4
3,5
6,6
7,7
8,8
9,9
10,10
11,11
12,12
13,13
14,14
15,15
16,16
17,17
18,18
19,19
20,20
21,21
22,22
23,23
24,24
25,25
26,26
27,27
28,28
29,29
30,30
31,31
32,32
33,33
15,34
35,35
36,36
37,37
38,38
39,39
38,40
38,41
42,42
43,43
44,44
45,45
6,46
47,47
48,48
49,49
49,50
51,51
52,52
53,53
54,54
55,55
56,56
57,57
58,58
59,59
60,60
61,61
62,62
63,63
3,64
63,65
66,66
67,67
68,68
69,69
67,70
49,71
72,72
55,73
99,99
100,100
101,101
102,102
103,103
104,104
105,105
106,106
107,107
108,108
109,109
110,110
111,111
112,112
113,113
114,114
115,115
116,116
117,117
19,118
119,119
120,120
49,121
53,122
122,124
62,125
126,126
127,127
19,129
136,136
137,137
138,138
5,139
140,140
141,141
71,142
143,143
144,144
16,145
149,149
1,150
52,151
74,74
75,75
76,76
77,77
78,78
79,79
80,80
81,81
82,82
83,83
84,84
85,85
86,86
78,87
88,88
89,89
90,90
91,91
92,92
93,93
94,94
95,95
96,96
97,97
98,98
130,130
93,131
132,132
133,133
134,134
135,135
146,146
148,148
0,0
1,1
2,2
21,3
4,4
117,5
6,6
7,7
8,8
9,9
25,10
11,11
12,12
13,13
14,14
15,15
16,16
149,17
18,18
19,19
20,20
21,21
22,22
23,23
24,24
45,25
26,26
27,27
48,28
29,29
30,30
31,31
32,32
33,33
144,34
35,35
36,36
37,37
41,38
39,39
31,40
19,41
42,42
43,43
44,44
45,45
46,46
47,47
27,48
52,49
50,50
51,51
52,52
53,53
53,53
151,54
55,55
56,56
57,57
58,58
59,59
60,60
61,61
68,62
63,63
39,64
65,65
66,66
67,67
68,68
69,69
70,70
71,71
72,72
73,73
74,74
75,75
76,76
77,77
78,78
79,79
80,80
148,81
82,82
83,83
84,84
85,85
76,86
87,87
88,88
89,89
90,90
91,91
92,92
93,93
94,94
95,95
96,96
97,97
98,98
130,130
131,131
132,132
133,133
134,134
135,135
146,146
79,148
0,0
1,1
2,2
3,3
4,4
5,5
6,6
7,7
8,8
28,9
33,10
11,11
12,12
13,13
13,14
0,0
1,1
2,2
20,3
4,4
140,5
6,6
7,7
8,8
44,9
10,10
11,11
12,12
13,13
139,14
15,15
63,16
26,17
18,18
19,19
61,20
21,21
22,22
23,23
24,24
48,25
26,26
27,27
44,28
29,29
30,30
31,31
32,32
33,33
13,34
35,35
36,36
37,37
41,38
39,39
31,40
31,41
42,42
43,43
44,44
34,45
6,46
47,47
48,48
49,49
49,50
50,51
49,52
53,53
54,54
111,55
56,56
57,57
58,58
59,59
60,60
61,61
71,62
29,63
0,64
65,65
66,66
37,67
68,68
69,69
18,70
71,71
72,72
73,73
99,99
100,100
101,101
102,102
103,103
104,104
105,105
106,106
107,107
108,108
109,109
110,110
111,111
112,112
113,113
114,114
115,115
116,116
117,117
118,118
119,119
120,120
121,121
53,122
124,124
2,125
126,126
127,127
129,129
136,136
137,137
138,138
139,139
140,140
141,141
142,142
143,143
144,144
11,145
17,149
150,150
151,151
74,74
75,75
76,76
77,77
78,78
79,79
80,80
81,81
76,82
83,83
84,84
85,85
86,86
74,87
88,88
89,89
90,90
91,91
92,92
93,93
94,94
95,95
96,96
97,97
98,98
130,130
93,131
132,132
133,133
134,134
135,135
146,146
148,148
29,15
16,16
17,17
18,18
19,19
20,20
21,21
22,22
23,23
24,24
68,25
26,26
27,27
28,28
29,29
30,30
31,31
32,32
33,33
34,34
145,35
36,36
37,37
40,38
39,39
24,40
150,41
42,42
24,43
44,44
125,45
46,46
47,47
44,48
49,49
49,50
51,51
151,52
53,53
54,54
55,55
56,56
57,57
58,58
59,59
60,60
61,61
68,62
29,63
64,64
65,65
66,66
67,67
70,68
69,69
70,70
69,71
72,72
73,73
50,121
122,122
123,123
124,124
125,125
126,126
127,127
129,129
136,136
137,137
138,138
139,139
140,140
6,141
142,142
143,143
144,144
145,145
147,147
149,149
150,150
137,151
152,152
129,153
154,154
129,74
75,75
76,76
77,77
87,78
79,79
80,80
81,81
82,82
80,83
84,84
85,85
87,86
87,87
88,88
89,89
90,90
91,91
92,92
93,93
94,94
95,95
80,96
97,97
98,98
130,130
131,131
132,132
133,133
134,134
135,135
31,146
148,148
99,99
100,100
101,101
102,102
103,103
104,104
99,105
106,106
107,107
108,108
109,109
110,110
111,111
112,112
113,113
114,114
116,115
26,116
26,117
118,118
119,119
120,120
0,0
1,1
2,2
3,3
49,4
17,5
6,6
7,7
8,8
25,9
10,10
11,11
12,12
13,13
14,14
15,15
16,16
100,17
18,18
114,19
20,20
21,21
22,22
23,23
24,24
25,25
116,26
27,27
28,28
29,29
30,30
31,31
32,32
33,33
18,34
35,35
36,36
37,37
38,38
38,39
40,40
38,41
42,42
43,43
32,44
1,45
46,46
36,47
32,48
50,49
49,50
50,51
4,52
44,53
52,54
55,55
56,56
57,57
58,58
59,59
60,60
61,61
62,62
63,63
36,64
63,65
32,66
67,67
68,68
69,69
35,70
71,71
72,72
111,73
99,99
32,100
101,101
102,102
103,103
104,104
105,105
106,106
107,107
19,108
109,109
55,110
111,111
112,112
113,113
114,114
116,115
116,116
117,117
19,118
119,119
120,120
0,0
1,1
2,2
21,3
122,4
122,5
6,6
7,7
127,8
9,9
10,10
11,11
12,12
15,13
10,14
140,15
66,16
66,17
18,18
19,19
20,20
21,21
22,22
23,23
10,24
10,25
26,26
10,27
127,28
29,29
86,74
75,75
76,76
146,77
87,78
79,79
80,80
81,81
82,82
83,83
84,84
85,85
90,86
87,87
88,88
89,89
90,90
91,91
92,92
93,93
133,94
95,95
82,96
97,97
98,98
130,130
48,30
31,31
32,32
33,33
144,34
35,35
62,36
37,37
38,38
38,39
38,40
41,41
42,42
72,43
44,44
1,45
46,46
144,47
48,48
49,49
4,50
151,51
52,52
53,53
52,54
110,55
56,56
57,57
58,58
59,59
60,60
61,61
71,62
63,63
36,64
63,65
66,66
67,67
68,68
69,69
69,70
71,71
61,72
73,73
20,121
46,122
123,123
122,124
125,125
126,126
127,127
128,128
129,129
136,136
51,137
138,138
139,139
140,140
141,141
142,142
143,143
144,144
145,145
149,149
150,150
151,151
99,99
32,100
101,101
102,102
103,103
104,104
105,105
106,106
107,107
108,108
109,109
110,110
111,111
112,112
113,113
114,114
115,115
115,116
117,117
118,118
119,119
120,120
90,74
75,75
74,76
77,77
87,78
79,79
86,80
81,81
74,82
83,83
84,84
85,85
132,86
93,87
88,88
89,89
90,90
91,91
92,92
93,93
94,94
95,95
82,96
97,97
131,98
77,130
131,131
132,132
133,133
130,134
135,135
146,146
148,148
24,0
45,1
144,2
69,3
4,4
5,5
6,6
7,7
8,8
9,9
10,10
11,11
58,12
13,13
14,14
15,15
145,16
140,17
18,18
19,19
20,20
21,21
22,22
23,23
70,24
25,25
116,26
27,27
28,28
29,29
30,30
31,31
53,32
33,33
34,34
35,35
36,36
2,37
25,38
39,39
118,40
31,41
42,42
70,43
44,44
18,45
46,46
47,47
10,48
49,49
50,50
51,51
53,52
72,53
4,54
55,55
56,56
48,57
58,58
59,59
60,60
60,61
13,62
21,63
3,64
65,65
66,66
70,67
68,68
69,69
70,70
67,71
72,72
73,73
99,99
32,100
101,101
102,102
58,103
104,104
105,105
106,106
107,107
108,108
58,109
110,110
111,111
112,112
113,113
114,114
115,115
116,116
117,117
118,118
119,119
120,120
125,0
9,1
67,2
3,3
4,4
126,5
6,6
7,7
8,8
9,9
10,10
11,11
12,12
13,13
1,14
15,15
35,16
139,17
18,18
18,19
20,20
21,21
22,22
23,23
24,24
25,25
26,26
57,27
25,28
29,29
30,30
41,31
56,32
33,33
18,34
34,35
36,36
37,37
40,38
39,39
40,40
25,41
9,42
43,43
53,44
108,45
46,46
47,47
48,48
49,49
50,50
121,51
122,52
53,53
54,54
110,55
56,56
9,57
103,58
59,59
60,60
61,61
47,62
63,63
108,64
67,65
66,66
67,67
18,68
69,69
144,70
138,71
72,72
11,73
99,99
32,100
101,101
102,102
103,103
18,104
105,105
106,106
107,107
108,108
109,109
110,110
110,111
112,112
113,113
19,114
115,115
116,116
117,117
118,118
119,119
120,120
0,0
1,1
2,2
3,3
4,4
17,5
6,6
7,7
8,8
9,9
10,10
11,11
12,12
13,13
14,14
15,15
16,16
141,17
18,18
43,19
59,20
58,21
66,22
103,23
24,24
25,25
116,26
68,27
28,28
29,29
30,30
43,31
25,32
1,33
13,34
35,35
36,36
37,37
24,38
31,39
24,40
41,41
42,42
24,43
44,44
45,45
46,46
18,47
48,48
49,49
4,50
4,51
4,52
53,53
54,54
55,55
56,56
57,57
58,58
59,59
60,60
61,61
36,62
18,63
0,64
47,65
66,66
67,67
68,68
69,69
70,70
45,71
72,72
73,73
99,99
100,100
101,101
102,102
103,103
104,104
105,105
106,106
107,107
108,108
109,109
55,110
111,111
109,112
113,113
103,114
115,115
116,116
117,117
118,118
119,119
120,120
46,121
122,122
46,123
124,124
64,125
126,126
127,127
126,128
26,129
0,0
1,1
31,2
5,3
4,4
64,5
6,6
7,7
28,8
10,9
25,10
11,11
12,12
32,13
14,14
14,15
16,16
17,17
18,18
19,19
59,20
58,21
61,22
23,23
40,24
28,28
29,29
30,30
31,31
32,32
33,33
34,34
14,35
36,36
37,37
30,38
39,39
40,40
40,41
42,42
118,43
44,44
45,45
46,46
47,47
48,48
49,49
50,50
51,51
4,52
53,53
54,54
55,55
56,56
57,57
58,58
59,59
60,60
61,61
36,62
62,63
36,64
33,65
66,66
41,67
68,68
69,69
70,70
63,71
72,72
99,73
99,99
32,100
101,101
102,102
103,103
104,104
105,105
106,106
107,107
108,108
109,109
110,110
111,111
112,112
113,113
114,114
115,115
116,116
117,117
118,118
112,119
120,120
49,121
71,122
124,124
36,125
126,126
127,127
129,129
136,136
137,137
137,138
139,139
140,140
141,141
142,142
114,143
144,144
35,145
149,149
150,150
136,151
0,0
1,1
37,2
121,3
4,4
17,5
6,6
7,7
47,8
9,9
10,10
11,11
12,12
13,13
14,14
15,15
17,16
5,17
18,18
117,19
20,20
21,21
22,22
23,23
24,24
25,25
26,26
39,27
28,28
29,29
64,30
31,31
32,32
33,33
18,34
16,35
36,36
37,37
38,38
39,39
38,40
41,41
42,42
43,43
44,44
45,45
46,46
47,47
28,48
52,49
121,50
136,51
52,52
46,53
